verb,first_frame_diff,total_intersection,total_union,accuracy_2,accuracy_all,recall,precision,f1_0,f1_1,f1_2,f1_macro,f1_micro
frying,12,6,18,0.699999988079071,0.7,1.0,0.3333333432674408,1.0,0.739130437374115,0.5,0.7463768124580383,0.699999988079071
roasting,18,0,18,0.550000011920929,0.525,0.0,0.0,0.0,0.688524603843689,0.0,0.2295082062482834,0.5249999761581421
roasting,19,0,19,0.5249999761581421,0.475,0.0,0.0,0.0,0.6440678238868713,0.0,0.21468926966190338,0.4749999940395355
slicing,1,3,19,0.6000000238418579,0.5,1.0,0.15789473056793213,0.0,0.8717948794364929,0.27272728085517883,0.38150739669799805,0.5
slicing,18,0,18,0.550000011920929,0.425,0.0,0.0,0.0833333358168602,0.8421052694320679,0.0,0.30847951769828796,0.42500001192092896
mincing,16,2,18,0.6000000238418579,0.275,1.0,0.1111111119389534,0.5,0.0,0.20000000298023224,0.23333333432674408,0.2750000059604645
mincing,16,2,18,0.6000000238418579,0.525,1.0,0.1111111119389534,0.8695651888847351,0.4864864945411682,0.20000000298023224,0.518683910369873,0.5249999761581421
slicing,19,0,19,0.5249999761581421,0.35,0.0,0.0,0.0,0.5384615659713745,0.0,0.1794871836900711,0.3499999940395355
slicing,3,16,22,0.8500000238418579,0.6,0.8421052694320679,0.8421052694320679,0.5185185074806213,0.13333334028720856,0.8421052694320679,0.49798569083213806,0.6000000238418579
slicing,13,3,19,0.6000000238418579,0.25,1.0,0.15789473056793213,0.25,0.2222222238779068,0.27272728085517883,0.24831648170948029,0.25
slicing,7,6,19,0.675000011920929,0.425,1.0,0.31578946113586426,0.3636363744735718,0.4545454680919647,0.47999998927116394,0.43272730708122253,0.42500001192092896
peeling,3,14,21,0.824999988079071,0.6,0.8235294222831726,0.7777777910232544,0.5517241358757019,0.25,0.800000011920929,0.5339080691337585,0.6000000238418579
peeling,18,0,18,0.550000011920929,0.45,0.0,0.0,0.6000000238418579,0.5769230723381042,0.0,0.39230766892433167,0.44999998807907104
sauteing,17,0,17,0.574999988079071,0.3,0.0,0.0,0.4761904776096344,0.190476194024086,0.0,0.2222222238779068,0.30000001192092896
sauteing,17,0,17,0.574999988079071,0.55,0.0,0.0,0.9411764740943909,0.6086956262588501,0.0,0.5166240334510803,0.550000011920929
roasting,8,0,25,0.375,0.25,0.0,0.0,0.3030303120613098,0.4545454680919647,0.0,0.2525252401828766,0.25
roasting,0,8,18,0.75,0.475,1.0,0.4444444477558136,0.0,0.6666666865348816,0.6153846383094788,0.4273504316806793,0.4749999940395355
roasting,17,0,17,0.574999988079071,0.225,0.0,0.0,0.0,0.3913043439388275,0.0,0.1304347813129425,0.22499999403953552
browning,16,0,16,0.6000000238418579,0.525,0.0,0.0,0.0,0.688524603843689,0.0,0.2295082062482834,0.5249999761581421
browning,18,0,18,0.550000011920929,0.375,0.0,0.0,0.1538461595773697,0.5714285969734192,0.0,0.24175824224948883,0.375
roasting,13,5,18,0.675000011920929,0.5,1.0,0.2777777910232544,0.0,0.7142857313156128,0.43478259444236755,0.3830227851867676,0.5
roasting,11,19,30,0.7250000238418579,0.525,0.6333333253860474,1.0,0.3333333432674408,0.0,0.7755101919174194,0.36961451172828674,0.5249999761581421
chopping,1,18,19,0.9750000238418579,0.575,0.9473684430122375,1.0,0.0,0.37037035822868347,0.9729729890823364,0.44778111577033997,0.574999988079071
chopping,5,13,18,0.875,0.575,1.0,0.7222222089767456,0.5714285969734192,0.0,0.8387096524238586,0.4700460731983185,0.574999988079071
roasting,0,5,18,0.675000011920929,0.5,1.0,0.2777777910232544,0.3333333432674408,0.7407407164573669,0.43478259444236755,0.5029522180557251,0.5
roasting,10,6,18,0.699999988079071,0.375,1.0,0.3333333432674408,0.29411765933036804,0.3636363744735718,0.5,0.3859180212020874,0.375
roasting,53,0,53,0.28378379344940186,0.24324324324324326,0.0,0.0,0.190476194024086,0.5283018946647644,0.0,0.23959268629550934,0.2432432472705841
roasting,5,6,23,0.574999988079071,0.225,0.5454545617103577,0.3333333432674408,0.0,0.23999999463558197,0.4137931168079376,0.21793103218078613,0.22499999403953552
roasting,1,13,19,0.8500000238418579,0.55,1.0,0.6842105388641357,0.37037035822868347,0.380952388048172,0.8125,0.5212742686271667,0.550000011920929
mincing,8,10,18,0.800000011920929,0.575,1.0,0.5555555820465088,0.5,0.5,0.7142857313156128,0.5714285969734192,0.574999988079071
whipping,6,15,25,0.75,0.6,0.7142857313156128,0.7894737124443054,0.0,0.6000000238418579,0.75,0.45000001788139343,0.6000000238418579
whipping,18,0,18,0.550000011920929,0.35,0.0,0.0,0.0,0.5185185074806213,0.0,0.17283950746059418,0.3499999940395355
squeezing,7,11,18,0.824999988079071,0.625,1.0,0.6111111044883728,0.6428571343421936,0.43478259444236755,0.7586206793785095,0.6120867729187012,0.625
squeezing,1,18,19,0.9750000238418579,0.8,0.9473684430122375,1.0,0.6666666865348816,0.6363636255264282,0.9729729890823364,0.7586677670478821,0.800000011920929
squeezing,1,17,18,0.9750000238418579,0.475,1.0,0.9444444179534912,0.1599999964237213,0.0,0.9714285731315613,0.37714287638664246,0.4749999940395355
squeezing,7,6,25,0.5249999761581421,0.475,0.4615384638309479,0.3333333432674408,0.5,0.5714285969734192,0.3870967626571655,0.4861750900745392,0.4749999940395355
whipping,14,12,33,0.4749999940395355,0.35,0.4615384638309479,0.6315789222717285,0.1428571492433548,0.095238097012043,0.5333333611488342,0.2571428716182709,0.3499999940395355
whipping,9,9,18,0.7749999761581421,0.55,1.0,0.5,0.0,0.5909090638160706,0.6666666865348816,0.4191919267177582,0.550000011920929
whipping,1,18,19,0.9750000238418579,0.65,1.0,0.9473684430122375,0.0,0.5517241358757019,0.9729729890823364,0.5082323551177979,0.6499999761581421
whipping,2,13,19,0.8500000238418579,0.6,1.0,0.6842105388641357,0.20000000298023224,0.6428571343421936,0.8125,0.5517857074737549,0.6000000238418579
whipping,8,11,19,0.800000011920929,0.725,1.0,0.5789473652839661,0.0,0.800000011920929,0.7333333492279053,0.5111110806465149,0.7250000238418579
zesting,7,9,18,0.7749999761581421,0.575,1.0,0.5,0.6153846383094788,0.4444444477558136,0.6666666865348816,0.5754985809326172,0.574999988079071
zesting,18,0,18,0.550000011920929,0.325,0.0,0.0,0.3589743673801422,0.52173912525177,0.0,0.2935711443424225,0.32499998807907104
zesting,2,0,20,0.5,0.375,0.0,0.0,0.0,0.8108108043670654,0.0,0.2702702581882477,0.375
whipping,16,3,19,0.6000000238418579,0.35,1.0,0.15789473056793213,0.3076923191547394,0.4375,0.27272728085517883,0.339306503534317,0.3499999940395355
whipping,19,0,19,0.5249999761581421,0.375,0.0,0.0,0.0,0.5454545617103577,0.0,0.1818181872367859,0.375
whipping,2,19,21,0.949999988079071,0.925,0.9047619104385376,1.0,0.9090909361839294,0.8965517282485962,0.949999988079071,0.9185475707054138,0.925000011920929
whipping,4,8,19,0.7250000238418579,0.625,1.0,0.42105263471603394,0.0,0.8095238208770752,0.5925925970077515,0.4673721492290497,0.625
squeezing,18,0,18,0.550000011920929,0.35,0.0,0.0,0.3076923191547394,0.5555555820465088,0.0,0.2877492904663086,0.3499999940395355
squeezing,25,11,36,0.568965494632721,0.39655172413793105,1.0,0.3055555522441864,0.05714285746216774,0.6470588445663452,0.4680851101875305,0.39076223969459534,0.3965517282485962
mincing,10,18,28,0.75,0.5,0.6428571343421936,1.0,0.0,0.1666666716337204,0.782608687877655,0.3164251148700714,0.5
shredding,8,2,20,0.550000011920929,0.375,0.4000000059604645,0.11764705926179886,0.42105263471603394,0.5,0.1818181872367859,0.36762359738349915,0.375
mashing,18,0,18,0.550000011920929,0.375,0.0,0.0,0.0,0.6000000238418579,0.0,0.20000000298023224,0.375
mashing,2,18,20,0.949999988079071,0.7,0.8999999761581421,1.0,0.0,0.625,0.9473684430122375,0.5241227746009827,0.699999988079071
peeling,15,0,21,0.4749999940395355,0.1,0.0,0.0,0.1860465109348297,0.0,0.0,0.06201550364494324,0.10000000149011612
peeling,13,3,19,0.6000000238418579,0.275,1.0,0.15789473056793213,0.1111111119389534,0.3499999940395355,0.27272728085517883,0.24461279809474945,0.2750000059604645
peeling,1,16,18,0.949999988079071,0.7,1.0,0.8888888955116272,0.25,0.6666666865348816,0.9411764740943909,0.6192810535430908,0.699999988079071
slicing,19,0,19,0.5365853905677795,0.3170731707317073,0.0,0.0,0.0,0.48148149251937866,0.0,0.16049383580684662,0.31707316637039185
grating,7,6,18,0.699999988079071,0.525,1.0,0.3333333432674408,0.6000000238418579,0.4615384638309479,0.5,0.5205128192901611,0.5249999761581421
grating,8,10,18,0.800000011920929,0.6,1.0,0.5555555820465088,0.0,0.6363636255264282,0.7142857313156128,0.4502164423465729,0.6000000238418579
chopping,4,15,19,0.8999999761581421,0.85,1.0,0.7894737124443054,0.875,0.800000011920929,0.8823529481887817,0.8524510264396667,0.8500000238418579
chopping,6,13,19,0.8500000238418579,0.575,1.0,0.6842105388641357,0.52173912525177,0.3199999928474426,0.8125,0.5514130592346191,0.574999988079071
chopping,2,5,18,0.675000011920929,0.525,1.0,0.2777777910232544,0.260869562625885,0.7647058963775635,0.43478259444236755,0.48678600788116455,0.5249999761581421
mashing,3,15,21,0.8500000238418579,0.675,0.8333333134651184,0.8333333134651184,0.0,0.7058823704719543,0.8333333134651184,0.5130718946456909,0.675000011920929
mashing,12,19,31,0.7735849022865295,0.5849056603773585,1.0,0.6129032373428345,0.5,0.3333333432674408,0.7599999904632568,0.5311111211776733,0.5849056839942932
blending,19,0,19,0.5249999761581421,0.2,0.0,0.0,0.43478259444236755,0.15789473056793213,0.0,0.19755911827087402,0.20000000298023224
peeling,10,4,26,0.44999998807907104,0.175,0.3076923191547394,0.23529411852359772,0.0,0.23076923191547394,0.2666666805744171,0.16581197082996368,0.17499999701976776
grating,2,0,20,0.5,0.25,0.0,0.0,0.3333333432674408,0.3333333432674408,0.0,0.2222222238779068,0.25
peeling,19,0,19,0.5249999761581421,0.225,0.0,0.0,0.13333334028720856,0.4516128897666931,0.0,0.19498206675052643,0.22499999403953552
crushing,9,10,19,0.7749999761581421,0.675,1.0,0.5263158082962036,0.7142857313156128,0.6486486196517944,0.6896551847457886,0.6841964721679688,0.675000011920929
chopping,18,0,18,0.550000011920929,0.4,0.0,0.0,0.0,0.5714285969734192,0.0,0.190476194024086,0.4000000059604645
chopping,9,3,18,0.625,0.45,1.0,0.1666666716337204,0.5185185074806213,0.5,0.2857142984867096,0.4347442388534546,0.44999998807907104
frying,4,5,18,0.675000011920929,0.4,1.0,0.2777777910232544,0.4000000059604645,0.3636363744735718,0.43478259444236755,0.3994729816913605,0.4000000059604645
frying,8,10,26,0.6000000238418579,0.475,0.5555555820465088,0.5555555820465088,0.0,0.5806451439857483,0.5555555820465088,0.3787335455417633,0.4749999940395355
frying,2,3,17,0.6499999761581421,0.5,1.0,0.1764705926179886,0.3870967626571655,0.7586206793785095,0.30000001192092896,0.4819057881832123,0.5
browning,1,10,20,0.75,0.425,0.9090909361839294,0.5263158082962036,0.3125,0.2222222238779068,0.6666666865348816,0.40046295523643494,0.42500001192092896
blending,19,0,19,0.5249999761581421,0.475,0.0,0.0,0.8333333134651184,0.5714285969734192,0.0,0.4682539701461792,0.4749999940395355
frying,0,18,18,1.0,0.875,1.0,1.0,0.0,0.8717948794364929,1.0,0.6239316463470459,0.875
frying,18,0,18,0.550000011920929,0.325,0.0,0.0,0.2666666805744171,0.4680851101875305,0.0,0.24491727352142334,0.32499998807907104
chopping,4,14,19,0.875,0.7,1.0,0.7368420958518982,0.0,0.800000011920929,0.8484848737716675,0.5494949817657471,0.699999988079071
grilling,8,9,17,0.800000011920929,0.3,1.0,0.529411792755127,0.08695652335882187,0.12903225421905518,0.692307710647583,0.30276548862457275,0.30000001192092896
shredding,18,0,18,0.550000011920929,0.475,0.0,0.0,0.5,0.6842105388641357,0.0,0.3947368562221527,0.4749999940395355
crushing,5,9,24,0.625,0.4,0.6428571343421936,0.4736842215061188,0.3870967626571655,0.125,0.5454545617103577,0.35251712799072266,0.4000000059604645
blending,17,1,18,0.574999988079071,0.35,1.0,0.0555555559694767,0.5833333134651184,0.3243243098258972,0.10526315867900848,0.33764025568962097,0.3499999940395355
rolling,4,9,18,0.7749999761581421,0.725,1.0,0.5,0.5,0.8648648858070374,0.6666666865348816,0.6771771907806396,0.7250000238418579
slicing,8,11,19,0.800000011920929,0.6,1.0,0.5789473652839661,0.0,0.6190476417541504,0.7333333492279053,0.45079365372657776,0.6000000238418579
slicing,19,0,19,0.5249999761581421,0.275,0.0,0.0,0.0,0.4313725531101227,0.0,0.1437908560037613,0.2750000059604645
rolling,4,7,18,0.7250000238418579,0.625,1.0,0.3888888955116272,0.1538461595773697,0.8095238208770752,0.5600000023841858,0.5077900290489197,0.625
slicing,6,12,18,0.8500000238418579,0.675,1.0,0.6666666865348816,0.0,0.6976743936538696,0.800000011920929,0.49922481179237366,0.675000011920929
mashing,19,0,19,0.5249999761581421,0.375,0.0,0.0,0.0,0.5454545617103577,0.0,0.1818181872367859,0.375
chopping,1,9,18,0.7749999761581421,0.5,1.0,0.5,0.0,0.6470588445663452,0.6666666865348816,0.43790850043296814,0.5
slicing,50,0,50,0.2957746386528015,0.2112676056338028,0.0,0.0,0.0,0.3488371968269348,0.0,0.11627906560897827,0.2112676054239273
chopping,18,0,18,0.550000011920929,0.25,0.0,0.0,0.0,0.40816327929496765,0.0,0.13605442643165588,0.25
grating,19,0,19,0.5249999761581421,0.325,0.0,0.0,0.1599999964237213,0.6111111044883728,0.0,0.25703704357147217,0.32499998807907104
slicing,3,12,20,0.800000011920929,0.6,0.800000011920929,0.7058823704719543,0.5517241358757019,0.42105263471603394,0.75,0.5742589235305786,0.6000000238418579
chopping,7,11,18,0.824999988079071,0.65,1.0,0.6111111044883728,0.0,0.6818181872367859,0.7586206793785095,0.48014628887176514,0.6499999761581421
chopping,18,0,18,0.550000011920929,0.475,0.0,0.0,0.8235294222831726,0.5333333611488342,0.0,0.45228758454322815,0.4749999940395355
slicing,19,0,19,0.5249999761581421,0.3,0.0,0.0,0.5714285969734192,0.30000001192092896,0.0,0.2904762029647827,0.30000001192092896
rolling,1,11,19,0.800000011920929,0.625,1.0,0.5789473652839661,0.21052631735801697,0.774193525314331,0.7333333492279053,0.5726844072341919,0.625
rolling,4,31,35,0.9285714030265808,0.875,1.0,0.8857142925262451,0.0,0.8372092843055725,0.939393937587738,0.5922010540962219,0.875
browning,10,2,16,0.6499999761581421,0.1,1.0,0.125,0.10000000149011612,0.0,0.2222222238779068,0.10740741342306137,0.10000000149011612
blending,17,2,19,0.574999988079071,0.475,1.0,0.10526315867900848,0.0,0.6538461446762085,0.190476194024086,0.28144076466560364,0.4749999940395355
slicing,6,0,22,0.44999998807907104,0.25,0.0,0.0,0.31578946113586426,0.4000000059604645,0.0,0.23859648406505585,0.25
frying,14,3,18,0.625,0.25,1.0,0.1666666716337204,0.3888888955116272,0.0,0.2857142984867096,0.22486774623394012,0.25
chopping,6,13,19,0.8500000238418579,0.75,1.0,0.6842105388641357,0.3333333432674408,0.761904776096344,0.8125,0.6359127163887024,0.75
chopping,13,5,18,0.675000011920929,0.425,1.0,0.2777777910232544,0.5454545617103577,0.34285715222358704,0.43478259444236755,0.44103145599365234,0.42500001192092896
grilling,1,4,18,0.6499999761581421,0.275,1.0,0.2222222238779068,0.12121212482452393,0.4000000059604645,0.3636363744735718,0.2949495017528534,0.2750000059604645
grilling,17,0,17,0.574999988079071,0.35,0.0,0.0,0.3636363744735718,0.5333333611488342,0.0,0.2989899218082428,0.3499999940395355
grilling,6,0,21,0.4749999940395355,0.275,0.0,0.0,0.2777777910232544,0.52173912525177,0.0,0.266505628824234,0.2750000059604645
blending,5,5,18,0.675000011920929,0.325,1.0,0.2777777910232544,0.3333333432674408,0.190476194024086,0.43478259444236755,0.319530725479126,0.32499998807907104
slicing,1,9,18,0.7749999761581421,0.7,1.0,0.5,0.4761904776096344,0.875,0.6666666865348816,0.6726190447807312,0.699999988079071
peeling,0,17,19,0.949999988079071,0.8,1.0,0.8947368264198303,0.0,0.8333333134651184,0.9444444179534912,0.5925925374031067,0.800000011920929
browning,10,8,18,0.75,0.45,1.0,0.4444444477558136,0.0,0.4761904776096344,0.6153846383094788,0.3638583719730377,0.44999998807907104
coating,17,0,17,0.574999988079071,0.3,0.0,0.0,0.2222222238779068,0.5,0.0,0.24074073135852814,0.30000001192092896
frying,15,0,24,0.4000000059604645,0.125,0.0,0.0,0.0,0.3448275923728943,0.0,0.1149425283074379,0.125
frying,31,0,31,0.42592594027519226,0.4074074074074074,0.0,0.0,0.1818181872367859,0.6363636255264282,0.0,0.27272728085517883,0.40740740299224854
grating,11,2,18,0.6000000238418579,0.25,1.0,0.1111111119389534,0.42105263471603394,0.0,0.20000000298023224,0.20701754093170166,0.25
coating,19,0,19,0.5249999761581421,0.4,0.0,0.0,0.7058823704719543,0.4545454680919647,0.0,0.38680925965309143,0.4000000059604645
grilling,11,7,18,0.7250000238418579,0.275,1.0,0.3888888955116272,0.24242424964904785,0.0,0.5600000023841858,0.2674747407436371,0.2750000059604645
roasting,14,0,14,0.6499999761581421,0.375,0.0,0.0,0.1538461595773697,0.5283018946647644,0.0,0.22738267481327057,0.375
roasting,10,18,28,0.75,0.625,0.6428571343421936,1.0,0.0,0.48275861144065857,0.782608687877655,0.4217890799045563,0.625
chopping,3,18,21,0.925000011920929,0.7,0.8571428656578064,1.0,0.6086956262588501,0.3333333432674408,0.9230769276618958,0.6217019557952881,0.699999988079071
shredding,4,0,21,0.4749999940395355,0.325,0.0,0.0,0.1428571492433548,0.7096773982048035,0.0,0.2841781675815582,0.32499998807907104
grilling,19,0,19,0.5249999761581421,0.45,0.0,0.0,0.0,0.6206896305084229,0.0,0.20689654350280762,0.44999998807907104
grilling,18,0,18,0.550000011920929,0.425,0.0,0.0,0.0,0.7555555701255798,0.0,0.2518518567085266,0.42500001192092896
zesting,6,25,31,0.8867924809455872,0.8679245283018868,1.0,0.8064516186714172,0.9333333373069763,0.800000011920929,0.8928571343421936,0.8753967881202698,0.8679245114326477
squeezing,9,5,19,0.6499999761581421,0.55,1.0,0.2631579041481018,0.43478259444236755,0.7272727489471436,0.4166666567325592,0.5262406468391418,0.550000011920929
squeezing,0,3,19,0.6000000238418579,0.3,1.0,0.15789473056793213,0.2631579041481018,0.4000000059604645,0.27272728085517883,0.31196174025535583,0.30000001192092896
whipping,9,19,28,0.7749999761581421,0.65,0.6785714030265808,1.0,0.0,0.5,0.8085106611251831,0.43617022037506104,0.6499999761581421
sauteing,17,0,17,0.574999988079071,0.15,0.0,0.0,0.375,0.0,0.0,0.125,0.15000000596046448
squeezing,19,0,19,0.5249999761581421,0.125,0.0,0.0,0.2666666805744171,0.06451612710952759,0.0,0.11039426922798157,0.125
whipping,8,11,19,0.800000011920929,0.5,1.0,0.5789473652839661,0.43478259444236755,0.29629629850387573,0.7333333492279053,0.4881373941898346,0.5
mincing,16,2,18,0.6000000238418579,0.275,1.0,0.1111111119389534,0.43478259444236755,0.21621622145175934,0.20000000298023224,0.2836662828922272,0.2750000059604645
sauteing,5,4,18,0.6499999761581421,0.425,1.0,0.2222222238779068,0.3870967626571655,0.5185185074806213,0.3636363744735718,0.4230838716030121,0.42500001192092896
coating,16,12,28,0.6800000071525574,0.54,1.0,0.4285714328289032,0.0,0.5882353186607361,0.6000000238418579,0.3960784375667572,0.5400000214576721
squeezing,9,9,18,0.7749999761581421,0.725,1.0,0.5,0.6000000238418579,0.8484848737716675,0.6666666865348816,0.705050528049469,0.7250000238418579
sauteing,17,0,17,0.574999988079071,0.45,0.0,0.0,0.0,0.6206896305084229,0.0,0.20689654350280762,0.44999998807907104
sauteing,18,0,18,0.550000011920929,0.3,0.0,0.0,0.3499999940395355,0.4545454680919647,0.0,0.26818183064460754,0.30000001192092896
